id,name,description
L2166698,San Lorenzo hwy," country: EC, region: EC-I (Tulquizán)"
L11390968,Tumbaco y alrededores," country: EC, region: EC-P (Tumbaco y alrededores)"
L6556080,Restaurante Chiche," country: EC, region: EC-P (Tumbaco)"
L1481428,Tundaloma Lodge," country: EC, region: EC-E (Tundaloma Lodge)"
L17324722,UE Ecomundo," country: EC, region: EC-G (UE Ecomundo)"
L7587698,"UTPL campus, Loja town"," country: EC, region: EC-L (UTPL campus, Loja town)"
L1909859,Reserve & Field Station," country: EC, region: EC-P (Un Poco del Choco)"
L8877047,Unidad Educativa Indanza," country: EC, region: EC-S (Unidad Educativa Indanza)"
L7920013,Universidad Técnica de Manabí," country: EC, region: EC-M (Universidad Técnica de Manabí)"
L4602156,Universidad del Azuay," country: EC, region: EC-A (Universidad del Azuay)"
L2453036,"Upper Chiriboga Rd. (upper subtropical and temperate zone, >2500m)"," country: EC, region: EC-P (Upper Chiriboga Rd. (upper subtropical and temperate zone, >2500m))"
L468856,"1400m, general area; please use a more precise location when possible)"," country: EC, region: EC-N (Upper Loreto Road (800)"
L4679267,Upper Yunguilla Valley," country: EC, region: EC-A (Upper Yunguilla Valley)"
L7890535,Urban Center of Santa Clara," country: EC, region: EC-N (Urban Center of Santa Clara)"
L13012039,"Urbanización "" Las Bromelias"""," country: EC, region: EC-P (Urbanización "" Las Bromelias"")"
L19716109,Urbanización Villa Ventura," country: EC, region: EC-G (Urbanización Villa Ventura)"
L5946466,Yacuambi Road," country: EC, region: EC-L (Urdaneta)"
L5949004,Chinchipe)," country: EC, region: EC-Z (Urdaneta)"
L7094619,Uzhcurrumi," country: EC, region: EC-A (Uzhcurrumi)"
L7357094,VIA HUACAPAMBA," country: EC, region: EC-L (VIA HUACAPAMBA)"
L17220648,78.801)," country: EC, region: EC-P (VIA SAHUANGAL)"
L9197539,VILLAFLORA," country: EC, region: EC-I (VILLAFLORA)"
L11707837,Valentura," country: EC, region: EC-P (Valentura)"
L679314,vicinity," country: EC, region: EC-Z (Valladolid)"
L3968777,Valle Hermosa," country: EC, region: EC-L (Valle Hermosa)"
L2761427,Valle de Guayllabamba IBA," country: EC, region: EC-P (Valle de Guayllabamba IBA)"
L4848736,Valle del Chota," country: EC, region: EC-I (Valle del Chota)"
L2763248,Valle del Río Culebrillas," country: EC, region: EC-A (Valle del Río Culebrillas)"
L14884168,Verde Sumaco," country: EC, region: EC-D (Verde Sumaco)"
L13440326, Sigsig," country: EC, region: EC-S (Via Chiguinda)"
L19967535,"Via Huasimo, Limones , Zapallal"," country: EC, region: EC-L (Via Huasimo, Limones , Zapallal)"
L11520290,Cuenca," country: EC, region: EC-S (Via Mendez)"
L7893836,Shinkiatam," country: EC, region: EC-S (Via Panki)"
L6216267,Via Parque Botánico," country: EC, region: EC-S (Via Parque Botánico)"
L2183218,Via Sierra Azul," country: EC, region: EC-N (Via Sierra Azul)"
L9196722,Via Sigsig Chihuinda," country: EC, region: EC-S (Via Sigsig Chihuinda)"
L679289,vicinity," country: EC, region: EC-L (Vilcabamba)"
L20446990,Sariri," country: EC, region: EC-L (Villonaco)"
L2763211,"Volcan Yanaurcu, Cotopaxi"," country: EC, region: EC-X (Volcan Yanaurcu, Cotopaxi)"
L13372576,Volcán Rucu Pichincha," country: EC, region: EC-P (Volcán Rucu Pichincha)"
L7238733,Vía Bellavista," country: EC, region: EC-Z (Vía Bellavista)"
L5508134,Pitalala," country: EC, region: EC-D (Vía Coca)"
L2254860,Vía Corona de Oro (provincia de Azuay)," country: EC, region: EC-A (Vía Corona de Oro (provincia de Azuay))"
L12042474," Macas, Tinajillas"," country: EC, region: EC-S (Vía Cuenca)"
L8070431,"Vía El Placer, San Antonio del Toachi"," country: EC, region: EC-SD (Vía El Placer, San Antonio del Toachi)"
L6497701,Playas," country: EC, region: EC-G (Vía Engabao)"
L12419021, Limón," country: EC, region: EC-A (Vía Gualaceo)"
L5163054, Limón," country: EC, region: EC-S (Vía Gualaceo)"
L16407676,Vía Guarumo," country: EC, region: EC-M (Vía Guarumo)"
L7919976,Portoviejo (Bosque de ceibos)," country: EC, region: EC-M (Vía Jipijapa)"
L12532263,Zumbi," country: EC, region: EC-Z (Vía La Hueca)"
L2761796,Vía Las Peñas," country: EC, region: EC-E (Vía Las Peñas)"
L2761949,"2100m, general area; please use a more precise location when possible)"," country: EC, region: EC-N (Vía Narupa)"
L8003311,Vía Niño Migrante," country: EC, region: EC-S (Vía Niño Migrante)"
L3886340,Vía Papanku (Papango Road)," country: EC, region: EC-N (Vía Papanku (Papango Road))"
L13381228,Vía Paralela al Río Palanda," country: EC, region: EC-Z (Vía Paralela al Río Palanda)"
L7920047,Machalilla," country: EC, region: EC-M (Vía Salaite)"
L10685965,Dormidero de garzas (egret roost)," country: EC, region: EC-U (Vía Shushufindi)"
L7095243,Pucará," country: EC, region: EC-A (Vía Tendales)"
L6025596,Vía Timbara," country: EC, region: EC-Z (Vía Timbara)"
L10044423,Vía a Cariamanga," country: EC, region: EC-L (Vía a Cariamanga)"
L6997870,Vía a Engunga," country: EC, region: EC-SE (Vía a Engunga)"
L2761945,Vía a Hakuna Matata (Road to Hakuna Matata)," country: EC, region: EC-N (Vía a Hakuna Matata (Road to Hakuna Matata))"
L4865763,Vía a Playa Rosada," country: EC, region: EC-SE (Vía a Playa Rosada)"
L18060675,Vía a Reserva Jocotoco (Doña Carmita)," country: EC, region: EC-A (Vía a Reserva Jocotoco (Doña Carmita))"
L7351659,Vía a San Antonio," country: EC, region: EC-S (Vía a San Antonio)"
L10043434,Vía a Yamburara," country: EC, region: EC-L (Vía a Yamburara)"
L21240633,Vía a la estación de bombeo Sarayacu," country: EC, region: EC-N (Vía a la estación de bombeo Sarayacu)"
L13448833,Vía al Porvenir del Carmen," country: EC, region: EC-Z (Vía al Porvenir del Carmen)"
L17168997, Zamora," country: EC, region: EC-Z (Vía alterna Loja)"
L9213168,Vía antigua El Topo," country: EC, region: EC-T (Vía antigua El Topo)"
L9202539,Sua," country: EC, region: EC-E (Vía antigua Same)"
L15060366, Parroquia Veracruz," country: EC, region: EC-Y (Vía hacia La Comunidad Chunchupamba)"
L7510501, Bellavista," country: EC, region: EC-Z (Waterfalls)"
L5843594,Wayra Reserve," country: EC, region: EC-N (Wayra Reserve)"
L858993,WildSumaco Lodge," country: EC, region: EC-N (WildSumaco Lodge)"
L9867679,Wind Central Villonaco," country: EC, region: EC-L (Wind Central Villonaco)"
L1031926,Yachana Lodge," country: EC, region: EC-N (Yachana Lodge)"
L4532441,Yachana New Lodge," country: EC, region: EC-N (Yachana New Lodge)"
L8605869,Yacuma Lodge," country: EC, region: EC-N (Yacuma Lodge)"
L3994695,"Yaku, Museo del Agua"," country: EC, region: EC-P (Yaku, Museo del Agua)"
L471438,Yanayacu Biological Station," country: EC, region: EC-N (Yanayacu Biological Station)"
L2851299,Yangana," country: EC, region: EC-L (Yangana)"
L4912404,Yanguza," country: EC, region: EC-S (Yanguza)"
L1817988,Yarina Lodge," country: EC, region: EC-D (Yarina Lodge)"
L10875205,Yaruquí y alrededores," country: EC, region: EC-P (Yaruquí y alrededores)"
L4910603, La Unión," country: EC, region: EC-S (Yukianza)"
L4890908,Yuragcaca," country: EC, region: EC-A (Yuragcaca)"
L1817973,Yuturi Lodge," country: EC, region: EC-D (Yuturi Lodge)"
L10196800,Zabalo (Territorio Cofán)," country: EC, region: EC-U (Zabalo (Territorio Cofán))"
L1814297,Cumbaratza Airport and vicinity," country: EC, region: EC-Z (Zamora)"
L1898477,Río Bombuscaro Road," country: EC, region: EC-Z (Zamora)"
L2853784,Town and vicinity," country: EC, region: EC-Z (Zamora)"
L16422946,Zancudo (Ecuador)," country: EC, region: EC-U (Zancudo (Ecuador))"
L11962669, El Carrizo," country: EC, region: EC-L (Zapotillo)"
L3968051,Zapotillo Road," country: EC, region: EC-L (Zapotillo Road)"
L2243441,Relleno Sanitario and vicinity," country: EC, region: EC-L (Zapotillo)"
L2243491,vicinity," country: EC, region: EC-O (Zaruma)"
L7758862,Zaysant Ecolodge," country: EC, region: EC-P (Zaysant Ecolodge)"
L12634370, Genairo," country: EC, region: EC-Z (Zona)"
L14133024,Zona Arenales," country: EC, region: EC-A (Zona Arenales)"
L4312352,Zona Uchucay," country: EC, region: EC-A (Zona Uchucay)"
L7360169, PN LLANGANATES," country: EC, region: EC-Y (Zona de Amortiguamiento)"
L7323882, Finca Upano," country: EC, region: EC-S (Zona de Cafetal)"
L14806491,Zona de Usa Yaku," country: EC, region: EC-N (Zona de Usa Yaku)"
L7890502,Zoológico El Arca (Parroquia: Cotundo)," country: EC, region: EC-N (Zoológico El Arca (Parroquia: Cotundo))"
L6579353,Zoológico de Guayllabamba," country: EC, region: EC-P (Zoológico de Guayllabamba)"
L1896567,vicinity," country: EC, region: EC-Z (Zumba)"
L20084618,Zumbi Area," country: EC, region: EC-Z (Zumbi Area)"
L1759678,Guayzimi Road," country: EC, region: EC-Z (Zumbi)"
L4157150,chobshi," country: EC, region: EC-A (chobshi)"
L3460274,cochapamba sur," country: EC, region: EC-P (cochapamba sur)"
L8494275,huasquila amazon lodge," country: EC, region: EC-N (huasquila amazon lodge)"
L3235516,marsh 1.5 km N of Tipishca," country: EC, region: EC-U (marsh 1.5 km N of Tipishca)"
L3882368,new Tena airport," country: EC, region: EC-N (new Tena airport)"
L6743566,ÁREA DE LA UEA," country: EC, region: EC-Y (ÁREA DE LA UEA)"
L12042304,Área Ecológica de Conservación Tinajillas," country: EC, region: EC-S (Área Ecológica de Conservación Tinajillas)"
L5605571,Área Nacional de Recreación El Boliche," country: EC, region: EC-X (Área Nacional de Recreación El Boliche)"
L2761553,Área Nacional de Recreación Parque El Lago," country: EC, region: EC-G (Área Nacional de Recreación Parque El Lago)"
L5767812,"Área de Conservacion Reserva Ecológica Paraíso, Gualaquiza, Moro"," country: EC, region: EC-S (Área de Conservacion Reserva Ecológica Paraíso, Gualaquiza, Moro)"
L8926383,Área de Conservación La Esperanza," country: EC, region: EC-G (Área de Conservación La Esperanza)"
L2763175,Áreas costeras de Fernandina y del occidente de Isabela IBA," country: EC, region: EC-W (Áreas costeras de Fernandina y del occidente de Isabela IBA)"
L9668418,"75,911) Club Campestre De Cartago"," country: CO, region: CO-VAC (6)"
L9487525,A.C.J Sede Campestre Campamento Bochica," country: CO, region: CO-CUN (A.C.J Sede Campestre Campamento Bochica)"
L17776408,AGROSAVIA Centro de Investigación La Libertad," country: CO, region: CO-MET (AGROSAVIA Centro de Investigación La Libertad)"
L7129862,AICA Bioparque Wisirare (CO206)," country: CO, region: CO-CAS (AICA Bioparque Wisirare (CO206))"
L7145791,RNSC El Boral," country: CO, region: CO-CAS (AICA Reservas de la Vereda Altagracia)"
L8886038, RNSC El Campín," country: CO, region: CO-CAS (AICA Reservas de la vereda Altagracia)"
L8523151, RNSC San Andrés," country: CO, region: CO-CAS (AICA Reservas de la vereda Altagracia)"
L6949341, RNSC San Cristobal," country: CO, region: CO-CAS (AICA Reservas de la vereda Altagracia)"
L8611480,AITAWA ECOHOSTAL," country: CO, region: CO-MET (AITAWA ECOHOSTAL)"
L7750589,Aeropuerto Antonio Nariño," country: CO, region: CO-NAR (Aeropuerto Antonio Nariño)"
L20118160,"Aeropuerto Contador, Pitalito"," country: CO, region: CO-HUI (Aeropuerto Contador, Pitalito)"
L2235118,Aeropuerto Enrique Olaya Herrera," country: CO, region: CO-ANT (Aeropuerto Enrique Olaya Herrera)"
L3800354,Aeropuerto Ernesto Cortissoz," country: CO, region: CO-ATL (Aeropuerto Ernesto Cortissoz)"
L5709000,Aeropuerto Fabio Alberto León Bentley," country: CO, region: CO-VAU (Aeropuerto Fabio Alberto León Bentley)"
L6528209,Aeropuerto Gustavo Artunduaga Paredes," country: CO, region: CO-CAQ (Aeropuerto Gustavo Artunduaga Paredes)"
L5587970,Aeropuerto Internacional Alfonso Bonilla Aragón," country: CO, region: CO-VAC (Aeropuerto Internacional Alfonso Bonilla Aragón)"
L4397568,Aeropuerto Internacional Alfredo Vásquez Cobo," country: CO, region: CO-AMA (Aeropuerto Internacional Alfredo Vásquez Cobo)"
L4397562,Aeropuerto Internacional El Dorado," country: CO, region: CO-DC (Aeropuerto Internacional El Dorado)"
L7668304,Aeropuerto Internacional Matecaña," country: CO, region: CO-RIS (Aeropuerto Internacional Matecaña)"
L7330780,Aeropuerto La Florida," country: CO, region: CO-NAR (Aeropuerto La Florida)"
L1926528,Aeropuerto Palonegro," country: CO, region: CO-SAN (Aeropuerto Palonegro)"
L9710191, Ibagué," country: CO, region: CO-TOL (Aeropuerto Perales (IBE))"
L1285624,Aeropuerto Simon Bolivar," country: CO, region: CO-MAG (Aeropuerto Simon Bolivar)"
L11447268,Agro Parque Los Soches," country: CO, region: CO-DC (Agro Parque Los Soches)"
L4862890,Agro Parque Sabio Mutis," country: CO, region: CO-CUN (Agro Parque Sabio Mutis)"
L10465537, Rhodospingus stake out," country: CO, region: CO-NAR (Agrosavia)"
L15083845,Agrícola Las Camelias," country: CO, region: CO-BOL (Agrícola Las Camelias)"
L9203402,Aguada de Pablo," country: CO, region: CO-ATL (Aguada de Pablo)"
L12704898,Aguas Calientes (Toledo)," country: CO, region: CO-NSA (Aguas Calientes (Toledo))"
L7675929,Aguas Claras," country: CO, region: CO-ANT (Aguas Claras)"
L10054212,Aguas Frias," country: CO, region: CO-ATL (Aguas Frias)"
L10054482,Aguas Vivas," country: CO, region: CO-ATL (Aguas Vivas)"
L6952429,Aldea Sol de Los Andes," country: CO, region: CO-CAL (Aldea Sol de Los Andes)"
L11361798,Alegrías," country: CO, region: CO-CAL (Alegrías)"
L3611722,Alejandría (pueblo)," country: CO, region: CO-ANT (Alejandría (pueblo))"
L7087087,Alojamiento Campestre Mahayana," country: CO, region: CO-VAC (Alojamiento Campestre Mahayana)"
L4554284,Alto Anchicayá," country: CO, region: CO-VAC (Alto Anchicayá)"
L3310063, El Danubio," country: CO, region: CO-VAC (Alto Anchicayá)"
L4375590, El Descanso (Doña Dora)," country: CO, region: CO-VAC (Alto Anchicayá)"
L4375599, Quebrada Los Caleños," country: CO, region: CO-VAC (Alto Anchicayá)"
L9081493,Mirador de Florencia," country: CO, region: CO-CAQ (Alto Caldas)"
L1587842,Arroyohondito," country: CO, region: CO-VAC (Alto Dapa)"
L5837400,Alto El Silvadero," country: CO, region: CO-CAS (Alto El Silvadero)"
L5694727,Alto Insor," country: CO, region: CO-ANT (Alto Insor)"
L16706133,Finca La Primavera (Don Jeferson Molano)," country: CO, region: CO-MET (Alto Morrocoy)"
L8389485,Alto Pance," country: CO, region: CO-VAC (Alto Pance)"
L10769459,Alto Potedó," country: CO, region: CO-VAC (Alto Potedó)"
L8596757,"Alto Quinchana, Puente Barandillas"," country: CO, region: CO-HUI (Alto Quinchana, Puente Barandillas)"
L11627978,Alto Río Sabaletas," country: CO, region: CO-VAC (Alto Río Sabaletas)"
L2957182,Alto San Luis," country: CO, region: CO-VAC (Alto San Luis)"
L13385945,Alto Santa Bárbara (DRMI Serrania de Peñas Blancas)," country: CO, region: CO-HUI (Alto Santa Bárbara (DRMI Serrania de Peñas Blancas))"
L20820051,Alto de La Finaria," country: CO, region: CO-QUI (Alto de La Finaria)"
L3010133,Alto de La Linea," country: CO, region: CO-RIS (Alto de La Linea)"
L18718188,Alto de Ventanas," country: CO, region: CO-TOL (Alto de Ventanas)"
L3170807,Alto de las Letras," country: CO, region: CO-TOL (Alto de las Letras)"
L9775161,"Amazon Bird Lodge, Puerto Nariño"," country: CO, region: CO-AMA (Amazon Bird Lodge, Puerto Nariño)"
L9404071,Amazonita—Sendero Curassow," country: CO, region: CO-MET (Amazonita—Sendero Curassow)"
L9404314,Amazonita—Sendero Filoquinche," country: CO, region: CO-MET (Amazonita—Sendero Filoquinche)"
L9404369,Amazonita—Sendero Río Tunia," country: CO, region: CO-MET (Amazonita—Sendero Río Tunia)"
L9784789,"Anacaro, Río Cauca"," country: CO, region: CO-VAC (Anacaro, Río Cauca)"
L8154679,Anchicayá Nature Camp," country: CO, region: CO-VAC (Anchicayá Nature Camp)"
L4887625,Animalia Manizales," country: CO, region: CO-CAL (Animalia Manizales)"
L4935956,Antiguo Internado," country: CO, region: CO-CAQ (Antiguo Internado)"
L9333522,"Apartadó, Aeropuerto Antonio Roldan Betancur"," country: CO, region: CO-ANT (Apartadó, Aeropuerto Antonio Roldan Betancur)"
L2292807,Apia (pueblo)," country: CO, region: CO-RIS (Apia (pueblo))"
L1178255,Apulo (pueblo)," country: CO, region: CO-CUN (Apulo (pueblo))"
L2461670,Aralcal," country: CO, region: CO-CAL (Aralcal)"
L10485711,Arara lodge," country: CO, region: CO-AMA (Arara lodge)"
L10274890,Arboledas (area general)," country: CO, region: CO-NSA (Arboledas (area general))"
L6852159,Arborizadora Alta," country: CO, region: CO-DC (Arborizadora Alta)"
L8211017,Area de Conservacion y Recreacion Cerro Gobia," country: CO, region: CO-RIS (Area de Conservacion y Recreacion Cerro Gobia)"
L2330753,Area de El Valle," country: CO, region: CO-CHO (Area de El Valle)"
L4422748,Area de Manejo Especial Étnico del Alto Amurrupá," country: CO, region: CO-RIS (Area de Manejo Especial Étnico del Alto Amurrupá)"
L603931,Arrierito Antioqueño ProAves Reserve," country: CO, region: CO-ANT (Arrierito Antioqueño ProAves Reserve)"
L7471272,Arroyo El Pueblo," country: CO, region: CO-ATL (Arroyo El Pueblo)"
L6269787,Arrozales La Bertha," country: CO, region: CO-VAC (Arrozales La Bertha)"
L5092232,Arrozales de Jamundí," country: CO, region: CO-VAC (Arrozales de Jamundí)"
L13281940,Aves & Flórez Lodge," country: CO, region: CO-NAR (Aves & Flórez Lodge)"
L5683923,Bahia Hondita," country: CO, region: CO-LAG (Bahia Hondita)"
L3104533,Bahia Sapzurro," country: CO, region: CO-CHO (Bahia Sapzurro)"
L2757417,Bahia Solano," country: CO, region: CO-CHO (Bahia Solano)"
L3310056, Ladrilleros," country: CO, region: CO-VAC (Bajo Anchicayá)"
L7358098,Zona de Cascada," country: CO, region: CO-VAC (Bajo Anchicayá)"
L16706234,Finca El Paraíso (Don Miller Carvajal)," country: CO, region: CO-MET (Bajo Recreo)"
L16706239,Sendero El Higuerón," country: CO, region: CO-MET (Bajo Recreo)"
L13156437,Balcón de los Colibríes," country: CO, region: CO-VAC (Balcón de los Colibríes)"
L5805971,Balneario Caracoli," country: CO, region: CO-TOL (Balneario Caracoli)"
L3872046,Balneario Hurtado," country: CO, region: CO-CES (Balneario Hurtado)"
L5513427,Balneario La Delfina," country: CO, region: CO-VAC (Balneario La Delfina)"
L4464773,Balneario La Garrucha," country: CO, region: CO-CAL (Balneario La Garrucha)"
L5186385,Balneario Valparaiso," country: CO, region: CO-VAC (Balneario Valparaiso)"
L8209862,Balneario en La Sardinata," country: CO, region: CO-MET (Balneario en La Sardinata)"
L14774670,Balsillas—Finca Balcones," country: CO, region: CO-CAQ (Balsillas—Finca Balcones)"
L7260634,Bangsias Bird Lodge," country: CO, region: CO-NAR (Bangsias Bird Lodge)"
L5409977,Barranco del Uropsalis," country: CO, region: CO-CAQ (Barranco del Uropsalis)"
L2768674,"Barranquilla, Universidad del Norte"," country: CO, region: CO-ATL (Barranquilla, Universidad del Norte)"
L16181812,Barrio La Flora," country: CO, region: CO-VAC (Barrio La Flora)"
L15515419,Barrio Restrepo," country: CO, region: CO-TOL (Barrio Restrepo)"
L11847266,Base Cerro Pelado," country: CO, region: CO-HUI (Base Cerro Pelado)"
L16783881,"Base Militar El Cable, Pitalito"," country: CO, region: CO-HUI (Base Militar El Cable, Pitalito)"
L2773529,Escuela y Tienda Las Moras," country: CO, region: CO-MAG (Bellavista)"
L2773496,La Yey," country: CO, region: CO-MAG (Bellavista)"
L2146838,Vereda," country: CO, region: CO-MAG (Bellavista)"
L7351773,Biblioteca Casa del Pueblo Guanacas," country: CO, region: CO-CAU (Biblioteca Casa del Pueblo Guanacas)"
L4506053,Bichacue Yath Arte y Naturaleza," country: CO, region: CO-VAC (Bichacue Yath Arte y Naturaleza)"
L6049556,Bioparque  Tame," country: CO, region: CO-ARA (Bioparque  Tame)"
L3808800,Bioparque Bonita Farm," country: CO, region: CO-RIS (Bioparque Bonita Farm)"
L5979754,Bioparque Los Ocarros," country: CO, region: CO-MET (Bioparque Los Ocarros)"
L5826423,Bioparque Sendero El Jucual La Maravilla de Mamapacha," country: CO, region: CO-BOY (Bioparque Sendero El Jucual La Maravilla de Mamapacha)"
L7341637,Bioparque Ukumarí," country: CO, region: CO-RIS (Bioparque Ukumarí)"
L4889580,Senderos de Observación de Aves," country: CO, region: CO-RIS (Bioparque Ukumarí)"
L17231377,"Bird's Home Mistrató, Risaralda"," country: CO, region: CO-RIS (Bird's Home Mistrató, Risaralda)"
L5249999,Bitaco (pueblo)," country: CO, region: CO-VAC (Bitaco (pueblo))"
L12696885,Blue Mango BEACH Hotel," country: CO, region: CO-MAG (Blue Mango BEACH Hotel)"
L3776649,Bocas de Ceniza," country: CO, region: CO-ATL (Bocas de Ceniza)"
L3170856,Bocas del Atrato," country: CO, region: CO-ANT (Bocas del Atrato)"
L3272114,Borrero Ayerbe/Km 30," country: CO, region: CO-VAC (Borrero Ayerbe/Km 30)"
L1924284,Bosque Bavaria," country: CO, region: CO-MET (Bosque Bavaria)"
L8192676,Bosque Bavaria," country: CO, region: CO-DC (Bosque Bavaria)"
L8084518,Bosque Cascada La Chorrera," country: CO, region: CO-CUN (Bosque Cascada La Chorrera)"
L16303111, Mirador De Los Helechos," country: CO, region: CO-SAN (Bosque De Los Caminantes)"
L4309477,Bosque El Marmol," country: CO, region: CO-PUT (Bosque El Marmol)"
L16536602,Bosque Encantado," country: CO, region: CO-SAN (Bosque Encantado)"
L4128390,Bosque Escondido," country: CO, region: CO-VAC (Bosque Escondido)"
L3924441,Bosque Guacaica," country: CO, region: CO-CAL (Bosque Guacaica)"
L3630982,Bosque Inundable Colindres," country: CO, region: CO-VAC (Bosque Inundable Colindres)"
L7691435,Bosque Legaro," country: CO, region: CO-CAU (Bosque Legaro)"
L6442234,Bosque Limones," country: CO, region: CO-TOL (Bosque Limones)"
L7702107,Bosque Los Venados," country: CO, region: CO-HUI (Bosque Los Venados)"
L11121496," Mariquita,Tolima"," country: CO, region: CO-TOL (Bosque Municipal José Celestino Mutis)"
L7477012,Bosque Municipal de Palmira," country: CO, region: CO-VAC (Bosque Municipal de Palmira)"
L4342230,Bosque Nuevo Mundo," country: CO, region: CO-PUT (Bosque Nuevo Mundo)"
L8016280,Bosque Robledal," country: CO, region: CO-BOY (Bosque Robledal)"
L8124940,Bosque San Francisco," country: CO, region: CO-CAL (Bosque San Francisco)"
L6156620,Bosque Seco Alto de Betania," country: CO, region: CO-HUI (Bosque Seco Alto de Betania)"
L5871252,Bosque Seco Cambao," country: CO, region: CO-TOL (Bosque Seco Cambao)"
L7359813,Bosque Seco Tropical de Ararca," country: CO, region: CO-BOL (Bosque Seco Tropical de Ararca)"
L6703001,Bosque Seco de Boca Tocino," country: CO, region: CO-ATL (Bosque Seco de Boca Tocino)"
L4625129,Bosque Verdeyaco," country: CO, region: CO-CAU (Bosque Verdeyaco)"
L4664038,Bosque de Achayaco," country: CO, region: CO-CAU (Bosque de Achayaco)"
L4669525,Bosque de Cerro Negro," country: CO, region: CO-CAQ (Bosque de Cerro Negro)"
L4686696,Bosque de Chusques," country: CO, region: CO-CAQ (Bosque de Chusques)"
L3590171,Bosque de Daza," country: CO, region: CO-NAR (Bosque de Daza)"
L5919686,Bosque de Finca La Alborada," country: CO, region: CO-ANT (Bosque de Finca La Alborada)"
L7363038,Bosque de Instituto Universitario de la Paz," country: CO, region: CO-SAN (Bosque de Instituto Universitario de la Paz)"
L7211601,Bosque de La Circunvalar del Hacha," country: CO, region: CO-CAQ (Bosque de La Circunvalar del Hacha)"
L4796402,Bosque de Los Yarumos," country: CO, region: CO-CAU (Bosque de Los Yarumos)"
L2737290,Bosque de Niebla Km. 18," country: CO, region: CO-VAC (Bosque de Niebla Km. 18)"
L4682300,Bosque de Niebla del Río Hacha," country: CO, region: CO-CAQ (Bosque de Niebla del Río Hacha)"
L465406,Bosque de San Antonio (Cerro de la Horqueta)," country: CO, region: CO-VAC (Bosque de San Antonio (Cerro de la Horqueta))"
L7366468,Bosque de Villamercedes," country: CO, region: CO-CAU (Bosque de Villamercedes)"
L3983978,Bosque de la Buitrera," country: CO, region: CO-VAC (Bosque de la Buitrera)"
L5103881,Bosque de las Mercedes," country: CO, region: CO-VAC (Bosque de las Mercedes)"
L10017473,Bosque del Pórtico," country: CO, region: CO-CAQ (Bosque del Pórtico)"
L7023088,Bosque del Silencio," country: CO, region: CO-QUI (Bosque del Silencio)"
L8089453,Bosque del Silencio," country: CO, region: CO-VAC (Bosque del Silencio)"
L5174083,Bosque y Playa Guachalito," country: CO, region: CO-CHO (Bosque y Playa Guachalito)"
L5063991,Gallinazo," country: CO, region: CO-CAL (Bosques Chec Cedral)"
L465350,Bosques Montanos del Sur de Antioquia," country: CO, region: CO-ANT (Bosques Montanos del Sur de Antioquia)"
L3217354,Bosques Secos de Albania," country: CO, region: CO-LAG (Bosques Secos de Albania)"
L14204924,Bosques de Morro Pelado," country: CO, region: CO-CAQ (Bosques de Morro Pelado)"
L10125643,Bosques de Quebrada Sinifaná," country: CO, region: CO-ANT (Bosques de Quebrada Sinifaná)"
L10119709,Bosques de Solano," country: CO, region: CO-CAQ (Bosques de Solano)"
L7055654,Bosques del Caraño—Km 20," country: CO, region: CO-CAQ (Bosques del Caraño—Km 20)"
L7853061,Santa Cruz de Mompox," country: CO, region: CO-BOL (Brazo De Mompos)"
L3638350,Brazuelo del Caucayá," country: CO, region: CO-PUT (Brazuelo del Caucayá)"
L7361699,Brisas del Hong Kong," country: CO, region: CO-PUT (Brisas del Hong Kong)"
L6767428,Brisas del Tonce," country: CO, region: CO-CAS (Brisas del Tonce)"
L3172103,Buenavista (pueblo)," country: CO, region: CO-MET (Buenavista (pueblo))"
L4321354,Buitrera Cali (pueblo)," country: CO, region: CO-VAC (Buitrera Cali (pueblo))"
L18740462,"Cabaña (Polígono En Conservación) Verda Villarica, Garzón"," country: CO, region: CO-HUI (Cabaña (Polígono En Conservación) Verda Villarica, Garzón)"
L7358142,Cabaña Ecologica," country: CO, region: CO-ANT (Cabaña Ecologica)"
L4668160,Cabaña Kawari," country: CO, region: CO-CAU (Cabaña Kawari)"
L7358909,Cabaña La Mesenia," country: CO, region: CO-ANT (Cabaña La Mesenia)"
L7518509,Cabaña La Trinidad," country: CO, region: CO-NSA (Cabaña La Trinidad)"
L11412144,Cabaña Matamatá," country: CO, region: CO-AMA (Cabaña Matamatá)"
L3627903,Cabañas Campo Alegre," country: CO, region: CO-CAL (Cabañas Campo Alegre)"
L7455227,Cabañas El Bosque," country: CO, region: CO-MET (Cabañas El Bosque)"
L4680441,Cabañas Villa Guadalupe," country: CO, region: CO-CAL (Cabañas Villa Guadalupe)"
L7355569,"Cabildo Santa Rosa, Puerto Asis"," country: CO, region: CO-PUT (Cabildo Santa Rosa, Puerto Asis)"
L6296862,Cabo Marzo," country: CO, region: CO-CHO (Cabo Marzo)"
L570644,Choco," country: CO, region: CO-CHO (Cabo Marzo)"
L7114834,Cafe de La Peña," country: CO, region: CO-CAS (Cafe de La Peña)"
L3327333,Cafetal Vereda La Vuelta," country: CO, region: CO-CUN (Cafetal Vereda La Vuelta)"
L7925994,Café Tío Conejo," country: CO, region: CO-CAL (Café Tío Conejo)"
L6352725,Calanoa Jungle Lodge," country: CO, region: CO-AMA (Calanoa Jungle Lodge)"
L10848193,"Cali, Parque Tequendama"," country: CO, region: CO-VAC (Cali, Parque Tequendama)"
